"cie10","descripcion"
"B384","Meningitis Debida A Coccidioidomicosis"
"B387","Coccidioidomicosis Diseminada"
"B388","Otras Formas De Coccidioidomicosis"
"B389","Coccidioidomicosis; No Especificada"
"B390","Infeccion Pulmonar Aguda Debida A Histoplasma Capsulatum"
"B391","Infeccion Pulmonar Cronica Debida A Histoplasma Capsulatum"
"B392","Infeccion Pulmonar Debida A Histoplasma Capsulatum; Sin Otra Especificacion"
"B393","Infeccion Diseminada Debida A Histoplasma Capsulatum"
"B394","Histoplasmosis Debida A Histoplasma Capsulatum; Sin Otra Especificacion"
"B395","Infeccion Debida A Histoplasma Duboisii"
"B399","Histoplasmosis; No Especificada"
"B400","Blastomicosis Pulmonar Aguda"
"B401","Blastomicosis Pulmonar Cronica"
"B402","Blastomicosis Pulmonar; Sin Otra Especificacion"
"B403","Blastomicosis Cutanea"
"B407","Blastomicosis Diseminada"
"B408","Otras Formas De Blastomicosis"
"B409","Blastomicosis; No Especificada"
"B410","Paracoccidioidomicosis Pulmonar"
"B417","Paracoccidioidomicosis Diseminada"
"B418","Otras Formas De Paracoccidioidomicosis"
"B419","Paracoccidioidomicosis; No Especificada"
"B420","Esporotricosis Pulmonar"
"B421","Esporotricosis Linfocutanea"
"B427","Esporotricosis Diseminada"
"B428","Otras Formas De Esporotricosis"
"B429","Esporotricosis; No Especificada"
"B430","Cromomicosis Cutanea"
"B431","Absceso Cerebral Feomicotico"
"B432","Absceso Y Quiste Subcutaneo Feomicotico"
"B438","Otras Formas De Cromomicosis"
"B439","Cromomicosis;No Especificada"
"B440","Aspergilosis Pulmonar Invasiva"
"B441","Otras Aspergilosis Pulmonares"
"B442","Aspergilosis Amigdalina"
"B447","Aspergilosis Diseminada"
"B448","Otras Formas De Aspergilosis"
"B449","Aspergilosis; No Especificada"
"B450","Criptococosis Pulmonar"
"B451","Criptococosis Cerebral"
"B452","Criptococosis Cutanea"
"B453","Criptococosis Osea"
"B457","Criptococosis Diseminada"
"B458","Otras Formas De Criptococosis"
"B459","Criptococosis; No Especificada"
"B460","Mucormicosis Pulmonar"
"B461","Mucormicosis Rinocerebral"
"B462","Mucormicosis Gastrointestinal"
"B463","Mucormicosis Cutanea"
"B464","Mucormicosis Diseminada"
"B465","Mucormicosis; Sin Otra Especificacion"
"B468","Otras Cigomicosis"
"B469","Cigomicosis; No Especificada"
"B470","Eumicetoma"
"B471","Actinomicetoma"
"B479","Micetoma; No Especificado"
"B480","Lobomicosis"
"B481","Rinosporidiosis"
"B482","Alesqueriasis"
"B483","Geotricosis"
"B484","Penicilosis"
"B487","Micosis Oportunistas"
"B488","Otras Micosis Especificadas"
"B49X","Micosis; No Especificada"
"B500","Paludismo Debido A Plasmodium Falciparum Con Complicaciones Cerebrales"
"B508","Otro Paludismo Grave Y Complicado Debido A Plasmodium Falciparum"
"B509","Paludismo Debido A Plasmodium Falciparum; Sin Otra Especificacion"
"B510","Paludismo Debido A Plasmodium Vivax Con Ruptura Esplenica"
"B518","Paludismo Debido A Plasmodium Vivax Con Otras Complicaciones"
"B519","Paludismo Debido A Plasmodium Vivax; Sin Complicaciones"
"B520","Paludismo Debido A Plasmodium Malariae Con Nefropatia"
"B528","Paludismo Debido A Plasmodium Malariae Con Otras Complicaciones"
"B529","Paludismo Debido A Plasmodium Malariae; Sin Complicaciones"
"B530","Paludismo Debido A Plasmodium Ovale"
"B531","Paludismo Debido A Plasmodios De Los Simios"
"B538","Otro Paludismo Confirmado Parasitologicamente; No Clasificado En Otra Parte"
"B54X","Paludismo [Malaria] No Especificado"
"B550","Leishmaniasis Visceral"
"B551","Leishmaniasis Cutanea"
"B552","Leishmaniasis Mucocutanea"
"B559","Leishmaniasis; No Especificada"
"B560","Tripanosomiasis Gambiense"
"B561","Tripanosomiasis Rhodesiense"
"B569","Tripanosomiasis Africana; Sin Otra Especificacion"
"B570","Enfermedad De Chagas Aguda Que Afecta Al Corazon"
"B571","Enfermedad De Chagas Aguda Que No Afecta Al Corazon"
"B572","Enfermedad De Chagas (Cronica) Que Afecta Al Corazon"
"B573","Enfermedad De Chagas (Cronica) Que Afecta Al Sistema Digestivo"
"B574","Enfermedad De Chagas (Cronica) Que Afecta Al Sistema Nervioso"
"B575","Enfermedad De Chagas (Cronica) Que Afecta Otros Organos"
"B580","Oculopatia Debida A Toxoplasma"
"B581","Hepatitis Debida A Toxoplasma"
"B582","Meningoencefalitis Debida A Toxoplasma"
"B583","Toxoplasmosis Pulmonar"
"B588","Toxoplasmosis Con Otro Organo Afectado"
"B589","Toxoplasmosis; No Especificada"
"B59X","Neumocistosis"
"B600","Babesiosis"
"B601","Acantamebiasis"
"B602","Naegleriasis"
"B608","Otras Enfermedades Especificadas Debidas A Protozoarios"
"B64X","Enfermedad Debida A Protozoarios; No Especificada"
"B650","Esquistosomiasis Debida A Schistosoma Haematobium (Esquistosomiasis Urinaria)"
"B651","Esquistosomiasis Debida A Schistosoma Mansoni [Esquistosomiasis Intestinal]"
"B652","Esquistosomiasis Debida A Schistosoma Japonicum"
"B653","Dermatitis Por Cercarias"
"B658","Otras Esquistosomiasis"
"B659","Esquistosomiasis; No Especificada"
"B660","Opistorquiasis"
"B661","Clonorquiasis"
"B662","Dicrocoeliasis"
"B663","Fascioliasis"
"B664","Paragonimiasis"
"B665","Fasciolopsiasis"
"B668","Otras Infecciones Especificadas Debidas A Trematodos"
"B669","Infeccion Debida A Trematodos; No Especificada"
"B670","Infeccion Del Higado Debida A Echinococcus Granulosus"
"B671","Infeccion Del Pulmon Debida A Echinococcus Granulosus"
"B672","Infeccion De Hueso Debida A Echinococcus Granulosus"
"B673","Infeccion De Otro Organo Y De Sitios Multiples Debida A Echinococcus Granulosus"
"B674","Infeccion Debida A Echinococcus Granulosus; Sin Otra Especificacion"
"B675","Infeccion Del Higado Debida A Echinococcus Multilocularis"
"B676","Infeccion De Otro Organo Y De Sitios Multiples Debida A Echinococcus Multilocularis"
"B677","Infeccion Debida A Echinococcus Multilocularis; Sin Otra Especificacion"
"B678","Equinococosis Del Higado; No Especificada"
"B679","Equinococosis; Otra Y La No Especificada"
"B680","Teniasis Debida A Taenia Solium"
"B681","Infeccion Debida A Taenia Saginata"
"B689","Teniasis; No Especificada"
"B690","Cisticercosis Del Sistema Nervioso Central"
"B691","Cisticercosis Del Ojo"
"B698","Cisticercosis De Otros Sitios"
"B699","Cisticercosis; No Especificada"
"B700","Difilobotriasis Intestinal"
"B701","Esparganosis"
"B710","Himenolepiasis"
"B711","Dipilidiasis"
"B718","Otras Infecciones Debidas A Cestodos Especificadas"
"B719","Infecciones Debidas A Cestodos; No Especificada"
"B72X","Dracontiasis"
"B73X","Oncocercosis"
"B740","Filariasis Debida A Wuchereria Bancrofti"
"B741","Filariasis Debida A Brugia Malayi"
"B742","Filariasis Debida A Brugia Timori"
"B743","Loaiasis"
"B744","Mansoneliasis"
"B748","Otras Filariasis"
"B749","Filariasis; No Especificada"
"B75X","Triquinosis"
"B760","Anquilostomiasis"
"B761","Necatoriasis"
"B768","Otras Enfermedades Debidas A Anquilostomas"
"B769","Enfermedad Debida A Anquilostomas; No Especificada"
"B770","Ascariasis Con Complicaciones Intestinales"
"B778","Ascariasis Con Otras Complicaciones"
"B779","Ascariasis; No Especificada"
"B780","Estrongiloidiasis Intestinal"
"B781","Estrongiloidiasis Cutanea"
"B787","Estrongiloidiasis Diseminada"
"B789","Estrongiloidiasis; No Especificada"
"B79X","Tricuriasis"
"B80X","Enterobiasis"
"B810","Anisaquiasis"
"B811","Capilariasis Intestinal"
"B812","Tricoestrongiliasis"
"B813","Angioestrongiliasis Intestinal"
"B814","Helmintiasis Intestinal Mixta"
"B818","Otras Helmintiasis Intestinales Especificadas"
"B820","Helmintiasis Intestinal; Sin Otra Especificacion"
"B829","Parasitosis Intestinal; Sin Otra Especificacion"
"B830","Larva Migrans Visceral"
"B831","Gnatostomiasis"
"B832","Angioestrongiliasis Debida A Parastrongylus Cantonensis"
"B833","Singamiasis"
"B834","Hirudiniasis Interna"
"B838","Otras Helmintiasis Especificadas"
"B839","Helmintiasis; No Especificada"
"B850","Pediculosis Debida A Pediculus Humanus Capitis"
"B851","Pediculosis Debida A Pediculus Humanus Corporis"
"B852","Pediculosis; Sin Otra Especificacion"
"B853","Phthiriasis"
"B854","Pediculosis Y Phthiriasis Mixtas"
"B86X","Escabiosis"
"B870","Miasis Cutanea"
"B871","Miasis En Heridas"
"B872","Miasis Ocular"
"B873","Miasis Nasofaringea"
"B874","Miasis Aural"
"B878","Miasis De Otros Sitios"
"B879","Miasis; No Especificada"
"B880","Otras Acariasis"
"B881","Tungiasis [Infeccion Debida A Pulga De Arena]"
"B882","Otras Infestaciones Debidas A Artropodos"
"B883","Hirudiniasis Externa"
"B888","Otras Infestaciones Especificadas"
"B889","Infestacion; No Especificada"
"B89X","Enfermedad Parasitaria; No Especificada"
"B900","Secuelas De Tuberculosis Del Sistema Nervioso Central"
"B901","Secuelas De Tuberculosis Genitourinaria"
"B902","Secuelas De Tuberculosis De Huesos Y Articulaciones"
"B908","Secuelas De Tuberculosis De Otros Organos Especificados"
"B909","Secuelas De Tuberculosis Respiratoria Y De Tuberculosis No Especificada"
"B91X","Secuelas De Poliomielitis"
"B92X","Secuelas De Lepra"
"B940","Secuelas De Tracoma"
"B941","Secuelas De Encefalitis Viral"
"B942","Secuelas De Hepatitis Viral"
"B948","Secuelas De Otras Enfermedades Infecciosas Y Parasitarias Especificadas"
"B949","Secuelas De Enfermedades Infecciosas Y Parasitarias No Especificadas"
"B950","Estreptococo; Grupo A; Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B951","Estreptococo; Grupo B; Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B952","Estreptococo; Grupo D; Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B953","Streptococcus Pneumoniae Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B954","Otros Estreptococos Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B955","Estreptococo No Especificado Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B956","Staphylococcus Aureus Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B957","Otros Estafilococos Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B958","Estafilococo No Especificado; Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B960","Mycoplasma Pneumoniae [M. Pneumoniae] Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B961","Klebsiella Pneumoniae [K. Pneumoniae] Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B962","Escherichia Coli [E. Coli] Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B963","Haemophilus Influenzae [H. Influenzae] Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B964","Proteus (Mirabilis) (Morganii) Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B965","Pseudomonas (Aeruginosa) Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B966","Bacillus Fragilis  [B. Fragilis] Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B967","Clostridium Perfringens [C. Perfringens] Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B968","Otros Agentes Bacterianos Especificados Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B970","Adenovirus Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B971","Enterovirus Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B972","Coronavirus Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B973","Retrovirus Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B974","Virus Sincicial Respiratorio Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B975","Reovirus Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B976","Parvovirus Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B977","Papilomavirus Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B978","Otros Agentes Virales Como Causa De Enfermedades Clasificadas En Otros Capitulos"
"B980","Helicobacter Pylori [H.Pylori] Como La Causa De Enfermedades Clasificadas En Otros Capitulos"
"B981","Vibrio Vulnificus Como La Causa De Enfermedades Clasificadas En Otros Capitulos"
"B99X","Otras Enfermedades Infecciosas Y Las No Especificadas"
"C000","Tumor Maligno Del Labio Superior; Cara Externa"
"C001","Tumor Maligno Del Labio Inferior; Cara Externa"
"C002","Tumor Maligno Del Labio; Cara Externa; Sin Otra Especificacion"
"C003","Tumor Maligno Del Labio Superior; Cara Interna"
"C004","Tumor Maligno Del Labio Inferior; Cara Interna"
"C005","Tumor Maligno Del Labio; Cara Interna; Sin Otra Especificacion"
"C006","Tumor Maligno De La Comisura Labial"
"C008","Lesion De Sitios Contiguos Del Labio"
"C009","Tumor Maligno Del Labio; Parte No Especificada"
"C01X","Tumor Maligno De La Base De La Lengua"
"C020","Tumor Maligno De La Cara Dorsal De La Lengua"
"C021","Tumor Maligno Del Borde De La Lengua"
"C022","Tumor Maligno De La Cara Ventral De La Lengua"
"C023","Tumor Maligno De Los Dos Tercios Anteriores De La Lengua; Parte No Especificada"
"C024","Tumor Maligno De La Amigdala Lingual"
"C028","Lesion De Sitios Contiguos De La Lengua"
"C029","Tumor Maligno De La Lengua; Parte No Especificada"
"C030","Tumor Maligno De La Encia Superior"
"C031","Tumor Maligno De La Encia Inferior"
"C039","Tumor Maligno De La Encia; Parte No Especificada"
"C040","Tumor Maligno De La Parte Anterior Del Piso De La Boca"
"C041","Tumor Maligno De La Parte Lateral Del Piso De La Boca"
"C048","Lesion De Sitios Contiguos Del Piso De La Boca"
"C049","Tumor Maligno Del Piso De La Boca; Parte No Especificada"
"C050","Tumor Maligno Del Paladar Duro"
"C051","Tumor Maligno Del Paladar Blando"
"C052","Tumor Maligno De La Uvula"
"C058","Lesion De Sitios Contiguos Del Paladar"
"C059","Tumor Maligno Del Paladar; Parte No Especificada"
"C060","Tumor Maligno De La Mucosa De La Mejilla"
"C061","Tumor Maligno Del Vestibulo De La Boca"
"C062","Tumor Maligno Del Area Retromolar"
"C068","Lesion De Sitios Contiguos De Otras Partes Y De Las No Especificadas De La Boca"
"C069","Tumor Maligno De La Boca; Parte No Especificada"
"C07X","Tumor Maligno De La Glandula Parotida"
"C080","Tumor Maligno De La Glandula Submaxilar"
"C081","Tumor Maligno De La Glandula Sublingual"
"C088","Lesion De Sitios Contiguos De Las Glandulas Salivales Mayores"
"C089","Tumor Maligno De Glandula Salival Mayor; No Especificada"
"C090","Tumor Maligno De La Fosa Amigdalina"
"C091","Tumor Maligno Del Pilar Amigdalino (Anterior) (Posterior)"
"C098","Lesion De Sitios Contiguos De La Amigdala"
"C099","Tumor Maligno De La Amigdala; Parte No Especificada"
"C100","Tumor Maligno De La Valecula"
"C101","Tumor Maligno De La Cara Anterior De La Epiglotis"
"C102","Tumor Maligno De La Pared Lateral De La Orofaringe"
"C103","Tumor Maligno De La Pared Posterior De La Orofaringe"
"C104","Tumor Maligno De La Hendidura Branquial"
"C108","Lesion De Sitios Contiguos De La Orofaringe"
"C109","Tumor Maligno De La Orofaringe; Parte No Especificada"
"C110","Tumor Maligno De La Pared Superior De La Nasofaringe"
"C111","Tumor Maligno De La Pared Posterior De La Nasofaringe"
"C112","Tumor Maligno De La Pared Lateral De La Nasofaringe"
"C113","Tumor Maligno De La Pared Anterior De La Nasofaringe"
"C118","Lesion De Sitios Contiguos De La Nasofaringe"
"C119","Tumor Maligno De La Nasofaringe; Parte No Especificada"
"C12X","Tumor Maligno Del Seno Piriforme"
"C130","Tumor Maligno De La Region Postcricoidea"
"C131","Tumor Maligno Del Pliegue Aritenoepiglotico; Cara Hipofaringea"
"C132","Tumor Maligno De La Pared Posterior De La Hipofaringe"
"C138","Lesion De Sitios Contiguos De La Hipofaringe"
"C139","Tumor Maligno De La Hipofaringe; Parte No Especificada"
"C140","Tumor Maligno De La Faringe; Parte No Especificada"
"C142","Tumor Maligno Del Anillo De Waldeyer"
"C148","Lesion De Sitios Contiguos Del Labio; De La Cavidad Bucal Y De La Faringe"
"C150","Tumor Maligno Del Esofago; Porcion Cervical"
"C151","Tumor Maligno Del Esofago; Porcion Toracica"
"C152","Tumor Maligno Del Esofago; Porcion Abdominal"
"C153","Tumor Maligno Del Tercio Superior Del Esofago"
"C154","Tumor Maligno Del Tercio Medio Del Esofago"
"C155","Tumor Maligno Del Tercio Inferior Del Esofago"
"C158","Lesion De Sitios Contiguos Del Esofago"
"C159","Tumor Maligno Del Esofago; Parte No Especificada"
"C160","Tumor Maligno Del Cardias"
"C161","Tumor Maligno Del Fundus Gastrico"
"C162","Tumor Maligno Del Cuerpo Del Estomago"
"C163","Tumor Maligno Del Antro Pilorico"
"C164","Tumor Maligno Del Piloro"
"C165","Tumor Maligno De La Curvatura Menor Del Estomago; Sin Otra Especificacion"
"C166","Tumor Maligno De La Curvatura Mayor Del Estomago; Sin Otra Especificacion"
"C168","Lesion De Sitios Contiguos Del Estomago"
"C169","Tumor Maligno Del Estomago; Parte No Especificada"
"C170","Tumor Maligno Del Duodeno"
"C171","Tumor Maligno Del Yeyuno"
"C172","Tumor Maligno Del Ileon"
"C173","Tumor Maligno Del Diverticulo De Meckel"
"C178","Lesion De Sitios Contiguos Del Intestino Delgado"
"C179","Tumor Maligno Del Intestino Delgado; Parte No Especificada"
"C180","Tumor Maligno Del Ciego"
"C181","Tumor Maligno Del Apendice"
"C182","Tumor Maligno Del Colon Ascendente"
"C183","Tumor Maligno Del Angulo Hepatico"
"C184","Tumor Maligno Del Colon Transverso"
"C185","Tumor Maligno Del Angulo Esplenico"
"C186","Tumor Maligno Del Colon Descendente"
"C187","Tumor Maligno Del Colon Sigmoide"
"C188","Lesion De Sitios Contiguos Del Colon"
"C189","Tumor Maligno Del Colon; Parte No Especificada"
"C19X","Tumor Maligno De La Union Rectosigmoidea"
"C20X","Tumor Maligno Del Recto"
"C210","Tumor Maligno Del Ano; Parte No Especificada"
"C211","Tumor Maligno Del Conducto Anal"
"C212","Tumor Maligno De La Zona Cloacogenica"
"C218","Lesion De Sitios Contiguos Del Ano; Del Conducto Anal Y Del Recto"
"C220","Carcinoma De Celulas Hepaticas"
"C221","Carcinoma De Vias Biliares Intrahepaticas"
"C222","Hepatoblastoma"
"C223","Angiosarcoma Del Higado"
"C224","Otros Sarcomas Del Higado"
"C227","Otros Carcinomas Especificados Del Higado"
"C229","Tumor Maligno Del Higado; No Especificado"
"C23X","Tumor Maligno De La Vesicula Biliar"
"C240","Tumor Maligno De Las Vias Biliares Extrahepaticas"
"C241","Tumor Maligno De La Ampolla De Vater"
"C248","Lesion De Sitios Contiguos De Las Vias Biliares"
"C249","Tumor Maligno De Las Vias Biliares; Parte No Especificada"
"C250","Tumor Maligno De La Cabeza Del Pancreas"
"C251","Tumor Maligno Del Cuerpo Del Pancreas"
"C252","Tumor Maligno De La Cola Del Pancreas"
"C253","Tumor Maligno Del Conducto Pancreatico"
"C254","Tumor Maligno Del Pancreas Endocrino"
"C257","Tumor Maligno De Otras Partes Especificadas Del Pancreas"
"C258","Lesion De Sitios Contiguos Del Pancreas"
"C259","Tumor Maligno Del Pancreas; Parte No Especificada"
"C260","Tumor Maligno Del Intestino; Parte No Especificada"
"C261","Tumor Maligno Del Bazo"
"C268","Lesion De Sitios Contiguos De Los Organos Digestivos"
"C269","Tumor Maligno De Sitios Mal Definidos De Los Organos Digestivos"
"C300","Tumor Maligno De La Fosa Nasal"
"C301","Tumor Maligno Del Oido Medio"
"C310","Tumor Maligno Del Seno Maxilar"
